일자,시가,고가,저가,종가,거래량
19990916,122000,122000,111000,112000,8860.0
19990917,106000,112000,103000,112000,10950.0
19990920,102000,116500,102000,108000,6160.0
19990921,111000,113000,103000,106000,7030.0
19990922,106000,112000,101000,107500,18630.0
19990927,110000,110000,102000,102000,5840.0
19990928,102000,105000,92000,99900,9790.0
19990929,94000,97900,89000,91000,8060.0
19990930,85000,93500,85000,85500,7690.0
19991001,85500,85500,76000,79900,10360.0
19991004,81000,82500,76000,79700,5510.0
19991005,77100,80000,73500,73500,6070.0
19991006,71800,78500,71000,78000,7410.0
19991007,78000,89700,75000,89700,7180.0
19991008,103000,103000,95000,103000,25990.0
19991011,102500,104500,95000,97000,10310.0
19991012,102000,109000,95200,100000,19520.0
19991013,97000,100500,95200,95800,7820.0
19991014,97000,98000,92500,96200,10960.0
19991015,98700,105000,96400,98000,17230.0
19991018,94000,97500,92000,92000,7630.0
19991019,92000,94000,87000,89000,6870.0
19991020,91500,94500,89000,91500,4600.0
19991021,88500,92500,88000,88000,4880.0
19991022,85000,91000,85000,87000,4840.0
19991025,85000,87000,82500,83100,4460.0
19991026,80000,84500,80000,81200,4430.0
19991027,80000,83500,79100,79300,5550.0
19991028,81900,91100,80200,91100,12320.0
19991029,100000,104000,90000,90000,21520.0
19991101,90000,95000,88000,90200,9550.0
19991102,93000,93000,88000,90000,7150.0
19991103,87000,93000,87000,90300,8280.0
19991104,88600,92000,88600,89500,7870.0
19991105,91000,100000,90100,94000,18830.0
19991108,94000,95000,90500,90500,7210.0
19991109,91500,95600,90700,90900,7270.0
19991110,91000,93000,89100,90000,8320.0
19991111,90000,91000,87000,90000,10450.0
19991112,91500,94000,87100,90000,10430.0
19991115,90000,90000,88000,88500,5270.0
19991116,88000,88500,85200,86200,6940.0
19991117,87000,87000,81000,81000,6260.0
19991118,81100,86500,80000,82000,6390.0
19991119,81000,83900,80000,82000,7500.0
19991122,81500,93500,80000,85000,15430.0
19991123,85500,87000,82000,83300,9570.0
19991124,82500,82500,80600,81000,4790.0
19991125,79000,81600,78000,78800,6750.0
19991126,78000,78000,74000,75000,5890.0
